排名,项目,热度分,对比上周排名变动,项目分类,项目 License,项目简介
89,huggingface/lerobot,1018.0,新上榜,机器人 / Embodied AI,Apache-2.0,这是 Hugging Face 推出的机器人学习项目，适合做机器人策略训练、数据集使用和具身智能实验。它解决的是机器人学习复现难、数据与训练流程分散的问题。适合研究团队、教育场景和机器人原型搭建。
90,ferdous-alam/GenCAD,929.0,新上榜,3D 生成 / CAD / 场景生成,MIT,这是一个将生成式能力用于 CAD 或工程设计的项目，适合根据需求快速生成结构草案或辅助设计。它解决的是工程设计从构思到初稿流程慢的问题。适合工业设计、结构探索和生成式 CAD 方向原型。
91,lightningpixel/modly,799.0,新上榜,3D 生成 / CAD / 场景生成,MIT,这是一个偏 3D 模型处理或生成的项目，适合做资产调整、模型生成和三维内容实验。它解决的是 3D 素材创建成本高、试错慢的问题。适合游戏、XR 和空间内容开发场景。
92,upscayl/upscayl,775.0,新上榜,AI 图像编辑 / 修图,AGPL-3.0,这是一个非常实用的 AI 图片放大与增强工具，适合提升老照片、小图和素材细节质量。它解决的是低分辨率图片模糊、难直接用于设计或展示的问题。适合设计、媒体编辑、电商和个人图片修复场景。
93,comet-ml/opik,723.0,新上榜,AI 可观测 / LLM 评测,Apache-2.0,这是一个面向 LLM 应用观测、评测与调试的工具，适合记录 prompt、输出、链路和质量指标。它解决的是 AI 应用上线后难定位问题、难比较效果的问题。适合平台团队、模型应用团队和需要做持续评测的生产环境。
94,Physical-Intelligence/openpi,644.0,新上榜,机器人 / Embodied AI,Apache-2.0,这是一个面向具身智能与机器人控制的开源项目，适合研究感知、动作和策略一体化系统。它解决的是机器人智能能力难以统一建模和复现的问题。适合机器人研究、具身 AI 原型和控制实验场景。
95,CyberTimon/RapidRAW,638.0,新上榜,AI 图像编辑 / 修图,MIT,这是一个偏 RAW 图像处理与摄影后期优化的项目，适合摄影师和图像工作者批量处理高质量原始照片。它解决的是 RAW 流程复杂、调参多且效率低的问题。适合摄影后期、素材整理和图像质量增强场景。
96,southleft/figma-console-mcp,653.0,新上榜,面向 AI 编码的设计系统 / UI 规范,MIT,这是一个把 Figma 或设计工具能力通过 MCP 暴露给 AI 使用的项目，适合让代理读取设计信息并辅助实现页面。它解决的是设计稿信息难被 AI 程序化消费的问题。适合设计到开发协同、前端实现辅助和界面规范抽取场景。
97,langfuse/langfuse,1740.0,新上榜,AI 可观测 / LLM 评测,MIT,这是一个广泛使用的 LLM 应用可观测平台，适合跟踪 prompt、链路、成本、延迟和评测结果。它解决的是 AI 应用上线后缺少日志、追踪和调优依据的问题。适合平台团队、AI 产品团队和多代理系统运营场景。
98,lightpanda-io/browser,14500.0,新上榜,浏览器自动化 / Web Agent,未知 / 未声明,这是一个面向浏览器驱动 Agent 的项目，适合让 AI 直接操作网页、点击页面、读取 DOM 和执行真实浏览器任务。它解决的是很多任务必须在浏览器里完成，传统 API 无法覆盖的问题。适合表单自动化、网页研究、运营操作和前端测试型代理场景。
99,vercel-labs/agent-browser,9397.0,新上榜,浏览器自动化 / Web Agent,MIT,这是一个让 Agent 在浏览器中完成任务的示例或框架项目，适合搭建网页操作型 AI 助手。它解决的是模型虽能理解网页任务，但缺少稳定执行层的问题。适合做网页自动化、用户操作模拟和浏览器工作流产品。
100,googleworkspace/cli,23234.0,新上榜,Agent 技能包 / Prompt 与工具集合,Apache-2.0,这是一个面向 Google Workspace 场景的 CLI/自动化工具项目，适合把邮件、文档、表格、日程等办公系统接到 AI 流程里。它解决的是办公 SaaS 操作碎片化、重复劳动多的问题。适合做办公自动化、报表整理、文档处理和跨 Workspace 服务的执行型助手。
